mp_id,formula,sites,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,total_magnetisation (bohr),energy_per_atom (eV/atom),formation_energy (eV/atom),energy_above_hull (eV/atom),stable,density (g/cc),band_gap (eV),direct_bandgap,volume (cubic-angstrom),bulk_modulus (GPa),shear_modulus (GPa)
mp-1343823,Ca2TaSbO6,20,Ca2 Ta1 Sb1 O6,8.036065,5.719254,5.9235469044314994,89.03685924222704,90.0,90.0,mono,P2_1/m,0.0005503,-7.899916039,-2.9304265817333333,0.121419725500001,False,5.8423102286694295,0.8163,False,272.20951002600606,,
mp-1331696,Ca2TaSnO6,20,Ca2 Ta1 Sn1 O6,7.986989,5.669436,5.902419537276303,89.68440865732123,90.0,90.0,mono,P2_1/m,0.0030727,-7.947524346,-2.989977827233333,0.11151713544644601,False,5.912436416521982,0.0,False,267.26767192691955,,
mp-1373655,Ca2TaTiO6,20,Ca2 Ta1 Ti1 O6,7.822828,5.476848,5.635331955787964,89.95226479681334,90.0,90.0,mono,P2_1/m,0.051590699999999004,-8.791979614999999,-3.445841080066666,0.004500878789054001,False,5.570384909028098,0.0,False,241.44255742358388,,
mp-1373426,Ca2TaVO6,20,Ca2 Ta1 V1 O6,7.75294,5.492636,5.6760886547771605,89.86543361364726,90.0,90.0,mono,P2_1/m,4.0166216,-8.719594647000001,-3.254614706733334,0.0,True,5.606457215118991,0.43149999999999905,False,241.71033167533838,,
mp-1367958,Ca2TaWO6,20,Ca2 Ta1 W1 O6,5.750361,5.572144,9.74665311737778,55.11154158825557,90.0,90.0,mono,P2_1/c,6.0001084,-8.886622066,-3.034219709733332,0.07261490949999601,False,7.012940666864588,2.1053,True,256.16998925477634,,
mp-1372505,Ca2TaWO6,20,Ca2 Ta1 W1 O6,7.972744,5.583369,5.760111061393522,89.61055236451261,90.0,90.0,mono,P2_1/m,6.0008775,-8.861010163500001,-3.008607807233333,0.098226811999994,False,7.0065373205397,0.0,False,256.4041056355501,,
mp-1443834,Ca2TaWO6,10,Ca2 Ta1 W1 O6,5.709486644611756,5.709486644611756,5.709486994371736,59.530704424267284,59.530704424267284,59.5307136210808,trig,R3,3.0000966,-8.858111353,-3.005708996733332,0.101125622499996,False,6.898925539642619,2.2589,False,130.20179192774333,,
mp-1517296,Ca2TbFeO6,10,Ca2 Tb1 Fe1 O6,5.703155969220001,5.703155969220001,5.703155969220001,59.99999999999999,59.99999999999999,59.99999999999999,cubic,Fm-3m,3.0000007,-7.258839223,-2.5781541606666663,0.194629097437499,False,4.948907017720035,0.36160000000000003,False,131.16886134117863,,
mp-1520076,Ca2TbNiO6,10,Ca2 Tb1 Ni1 O6,5.6655025189796815,5.6655025189796815,5.6655025189796815,59.99999999999999,59.99999999999999,59.99999999999999,cubic,Fm-3m,0.9999855,-6.768990886,-2.357294276666667,0.212571533999999,False,5.085020151706987,0.0,False,128.5879619681567,,
mp-1516823,Ca2TbSbO6,10,Ca2 Tb1 Sb1 O6,5.8981594448883,5.8981594448883,5.8981594448883,59.99999999999999,59.99999999999999,59.99999999999999,cubic,Fm-3m,0.0,-7.165765218999999,-2.9191821536666662,0.16671317300000102,False,5.228493268711651,3.175799999999999,True,145.08901360019718,,
mp-1047738,Ca2TeWO6,10,Ca2 Te1 W1 O6,5.601591,5.921967374833215,6.027980192812265,69.14162203229479,66.37150404735647,66.76548112455207,tri,P1,0.0001138,-7.403121186,-2.423080994666666,0.176682537066668,False,4.9484140997448645,1.534899999999999,False,163.62135675326758,,
mp-1370620,Ca2TeWO6,20,Ca2 Te1 W1 O6,6.169928,5.742498,9.386665938815815,57.64811397163462,90.0,90.0,mono,P2_1/c,4.26e-05,-7.3160556235,-2.336015432166666,0.263748099566668,False,5.763699462568303,0.22280000000000003,False,280.95365972342586,,
mp-1227758,Ca2TiCrO6,20,Ca2 Ti1 Cr1 O6,5.398961101704105,5.459313000000458,7.601812257962834,89.99995638217678,89.82443890926103,89.99998947340151,mono,P2_1/c,3.9999843,-8.2146374455,-3.089886917833333,0.029853680000003,False,4.091186431721881,1.1492,False,224.05946460094722,,
mp-1340170,Ca2TiIrO6,20,Ca2 Ti1 Ir1 O6,5.578392,5.402408,9.430692025174663,54.931445723395555,90.0,90.0,mono,P2_1/c,2.0018786,-7.855201483,-2.8119122843333333,0.017106052750003,False,5.9426338554690235,0.0,False,232.61631793278065,,
mp-1080507,Ca2TiMnO6,40,Ca2 Ti1 Mn1 O6,5.3578290008529565,9.412364823432313,9.313091706406524,98.60448481210926,106.71580725857497,90.00157388509723,tet,I4/m,1e-07,-8.10116020525,-3.025512895376438,0.020287187166669003,False,4.170439167013813,0.8750000000000001,False,444.2886869136165,,
mp-1227706,Ca2TiMnO6,40,Ca2 Ti1 Mn1 O6,7.6372331399548745,7.637215463327324,9.318011502080097,66.13741821217326,66.13745955928388,90.64446288561749,mono,P2_1/c,1.8e-06,-8.11615471,-3.040507400126437,0.0052926824166690005,False,4.168488150808367,1.947,False,444.49663147210015,,
mp-1227718,Ca2TiRuO6,20,Ca2 Ti1 Ru1 O6,5.532734,5.429934,9.442597858960001,55.02292740038542,90.0,90.0,mono,P2_1/c,3.9594791,-7.9753484005000015,-2.888462365833334,0.002925520000021,False,4.644830941900026,0.0,False,232.44060142982613,,
mp-1346697,Ca2TiSbO6,20,Ca2 Ti1 Sb1 O6,7.955516,5.517611,5.7024987754935115,89.91845457196501,90.0,90.0,mono,P2_1/m,8.810000000000001e-05,-7.5325129065,-2.960167001833333,0.09167445864999901,False,4.587689496411916,0.0,False,250.31345411435572,,
mp-1518173,Ca2TiSbO6,10,Ca2 Ti1 Sb1 O6,5.701896357484268,5.701896357484268,5.701896357484268,60.00000000000001,60.00000000000001,60.00000000000001,cubic,Fm-3m,3.299999999999999e-06,-7.384414995999999,-2.812069091333332,0.23977236914999903,False,4.380314112059555,0.0,False,131.08196979406517,,
mp-9413,Ca2TiSiO6,10,Ca2 Ti1 Si1 O6,5.294669913527944,5.294669913527944,5.294669913527944,60.00000000000001,60.00000000000001,60.00000000000001,cubic,Fm-3m,0.0,-8.099735941,-3.397758357333333,0.104309328666666,False,3.9886755605462083,2.3708,True,104.9546469690704,,
mp-1367801,Ca2TiWO6,20,Ca2 Ti1 W1 O6,5.604448,5.489274,9.561833592129911,55.16049899205563,90.0,90.0,mono,P2_1/c,3.999532099999999,-8.5373077955,-3.082048991833333,0.031877521888885,False,5.610309312157693,0.39890000000000003,False,241.43640918777191,,
mp-1384639,Ca2TiWO6,10,Ca2 Ti1 W1 O6,5.60168088997365,5.60168088997365,5.7485885850980845,59.899628403298244,59.899628403298244,59.41678379752773,mono,Cm,2.0000631,-8.436688231000002,-2.981429427333334,0.13249708638888402,False,5.341733813215153,0.0,False,126.78776050287576,,
mp-1518804,Ca2VBiO6,10,Ca2 V1 Bi1 O6,5.855258654219745,5.855258654219745,5.855258654219745,59.99999999999999,59.99999999999999,59.99999999999999,cubic,Fm-3m,0.0,-7.028905622000001,-2.361615005000001,0.38549732149999905,False,5.101364241969382,0.6405999999999991,False,141.94603183455538,,
mp-554381,Ca2VBiO6,20,Ca2 V1 Bi1 O6,7.536005622949402,7.536005622949402,5.607182,90.0,90.0,106.49353902046072,ortho,Cmc2_1,0.0002714,-7.414402943500001,-2.747112326500001,0.0,True,4.743086413845431,3.097899999999999,False,305.3363771642412,,
mp-1379764,Ca2VIrO6,20,Ca2 V1 Ir1 O6,5.5376449999999995,5.357951,9.323386054181228,55.29119994098846,90.0,90.0,mono,P2_1/c,0.0001271,-7.6469320010000015,-2.484801397,0.092254102660715,False,6.123729672475083,0.4312,False,227.40459417431575,,
mp-1227834,Ca2VMoO6,20,Ca2 V1 Mo1 O6,5.444469535867842,5.602285000223213,7.793613698582577,90.00101860956323,89.84317523192757,89.9999799783462,mono,P2_1/c,1.3400000000000002e-05,-8.0870218835,-2.7241696865,0.054269493705369,False,4.513039914050726,0.6962,False,237.71578403998515,,
mp-1372414,Ca2VSbO6,20,Ca2 V1 Sb1 O6,7.753255,5.513318,5.680727146190794,89.95019535570276,90.0,90.0,mono,P2_1/m,4.0000534,-7.423959601,-2.732772291,0.012776173008926,False,4.771136033154322,0.0,True,242.82918175476502,,
mp-1519488,Ca2VSbO6,10,Ca2 V1 Sb1 O6,5.705873861412713,5.705873861412713,5.705873861412713,59.99999999999999,59.99999999999999,59.99999999999999,cubic,Fm-3m,0.0004705,-7.111499196,-2.420311885999999,0.325236578008927,False,4.410026286243987,0.0,False,131.35647995856877,,
mp-1047139,Ca2VWO6,10,Ca2 V1 W1 O6,5.563968,5.576845842055883,5.587371273160751,60.178583201736366,60.588023299571375,60.312567450191686,tri,P-1,3.000141,-8.363645382,-2.789545172999999,0.050911607958335006,False,5.5213728185791044,0.882899999999999,False,123.58734270653768,,
mp-1274301,Ca2VWO6,20,Ca2 V1 W1 O6,5.571741084680892,7.941167525409346,5.610327470409637,90.0534242736337,90.21941826889098,89.7629808342372,mono,C2/m,1.3e-06,-8.3666793025,-2.7925790935,0.047877687458335004,False,5.497872321482329,1.021,False,248.23122649611386,,
mp-1296431,Ca2VWO6,20,Ca2 V1 W1 O6,5.50359437838909,5.676211000045806,7.8692439699003485,89.99963618331033,90.26001751567024,90.00028775976456,mono,P2_1/c,3.21e-05,-8.3878882835,-2.813788074499999,0.026668706458334003,False,5.551592442362685,0.0,False,245.82921092452864,,
mp-1518059,Ca2YBiO6,20,Ca2 Y1 Bi1 O6,5.87673546,5.87673546,8.54542368,90.0,90.0,90.0,tet,P4/mnc,2.299999999999998e-06,-7.1435823525,-2.7337731925,0.048392116187497,False,5.334417010078569,1.742399999999999,False,295.1249202738014,,
mp-1518070,Ca2YBiO6,10,Ca2 Y1 Bi1 O6,6.032813096265009,6.032813096265009,6.032813096265009,60.00000000000001,60.00000000000001,60.00000000000001,cubic,Fm-3m,0.0,-7.001071336,-2.591262176,0.190903132687497,False,5.070119975148914,2.122099999999999,True,155.25464905398107,,
mp-1214116,Ca2YNbO6,20,Ca2 Y1 Nb1 O6,5.654970158890407,5.870175,8.157563628891287,90.0,89.60377554313432,90.0,mono,P2_1/c,0.0008217,-8.5048543795,-3.4739181465,0.015928064312504,False,4.390234907624789,3.3203,True,270.78926986055296,,
mp-1521637,Ca2ZrFeO6,10,Ca2 Zr1 Fe1 O6,5.643791568938673,5.643791568938673,5.643791568938673,59.99999999999999,59.99999999999999,59.99999999999999,cubic,Fm-3m,4.0000008,-7.8715210980000005,-2.799852334999999,0.149494715000002,False,4.222321542174794,0.0,False,127.11532186738567,,
mp-1517008,Ca2ZrNbO6,10,Ca2 Zr1 Nb1 O6,5.806324729499157,5.806324729499157,5.806324729499157,60.00000000000001,60.00000000000001,60.00000000000001,cubic,Fm-3m,2.9500000000000006e-05,-8.487876893000001,-3.253079747000001,0.18997735862499102,False,4.322187845964952,0.0,False,138.4168510333885,,
mp-1518540,Ca2ZrSnO6,10,Ca2 Zr1 Sn1 O6,5.814434622025399,5.814434622025399,5.814434622025399,59.99999999999999,59.99999999999999,59.99999999999999,cubic,Fm-3m,0.0,-7.63361493,-3.0079911025,0.174373955500001,False,4.612391085846545,3.5577,True,138.99765617235954,,
mp-1518628,Ca2ZrTiO6,10,Ca2 Zr1 Ti1 O6,5.6903615791212125,5.6903615791212125,5.6903615791212125,59.99999999999999,59.99999999999999,59.99999999999999,cubic,Fm-3m,0.0,-8.493657134,-3.479441290333334,0.133689823,False,4.017820293755293,2.393299999999999,True,130.288052455064,,
mp-989399,Ca6Al2NF,10,Ca6 Al2 N1 F1,6.968824413946588,6.968824413946588,6.968824413946588,59.99999999999999,59.99999999999999,59.99999999999999,cubic,Fm-3m,0.3671041,-3.942354003,-0.964665896999999,0.050451286118332,False,2.272020231235738,0.0,False,239.31149991422336,"{'voigt': 42.035, 'reuss': 42.035, 'vrh': 42.035}","{'voigt': 24.766000000000002, 'reuss': 10.329, 'vrh': 17.548000000000002}"
mp-989404,Ca6In2NF,10,Ca6 In2 N1 F1,7.043463777341515,7.043463777341515,7.043463777341515,59.99999999999999,59.99999999999999,59.99999999999999,cubic,Fm-3m,0.2778857,-3.8820423920000002,-1.101634703333333,0.029349273566177003,False,3.38117317140481,0.0,False,247.08356486768926,"{'voigt': 40.468, 'reuss': 40.468, 'vrh': 40.468}","{'voigt': 23.124, 'reuss': 4.416, 'vrh': 13.77}"
mp-989582,Ca6Pb2SeN,10,Ca6 Pb2 Se1 N1,7.359131800812376,7.359131800812376,7.359131800812376,59.99999999999999,59.99999999999999,59.99999999999999,cubic,Fm-3m,0.0278664,-4.08709539,-0.9577871257343731,0.027057535874999,False,4.406461345154677,0.0,False,281.81541546360717,,
mp-989590,Ca6Sn2NF,10,Ca6 Sn2 N1 F1,6.96057813466439,6.96057813466439,6.96057813466439,60.00000000000001,60.00000000000001,60.00000000000001,cubic,Fm-3m,0.000113399999999,-4.345057944000001,-1.314570633,0.0,True,3.557608847400585,0.132299999999999,True,238.46296574733603,"{'voigt': 45.559, 'reuss': 45.559, 'vrh': 45.559}","{'voigt': 38.095, 'reuss': 37.751, 'vrh': 37.923}"
mp-989584,Ca6Sn2NO,10,Ca6 Sn2 N1 O1,6.900448602419411,6.900448602419411,6.900448602419411,59.99999999999999,59.99999999999999,59.99999999999999,cubic,Fm-3m,0.0123771,-4.640235047999999,-1.306336873999998,0.0,True,3.629988815446917,0.0,False,232.33625160407334,,
mp-1019568,CaAl2SiO6,40,Ca1 Al2 Si1 O6,5.330499,8.738831931280803,9.714590646643945,90.10340579977795,105.4929099473673,90.24352067490786,tri,P1,5.67e-05,-7.872533276,-3.411549716,0.033496203638881006,False,3.322349178314349,4.484,True,436.07905794835233,,
mp-1019572,CaAl2SiO6,40,Ca1 Al2 Si1 O6,5.333827,8.743075748172378,9.705144973090356,89.60577264670131,74.62183908747205,89.32110414631462,tri,P1,0.0,-7.87233703025,-3.41135347025,0.033692449388881,False,3.320270671313547,4.549800000000001,False,436.3520457450041,,
mp-1019573,CaAl2SiO6,40,Ca1 Al2 Si1 O6,5.338146,8.739294097136792,9.69073630593718,89.61032869077953,74.49137708644865,89.3577171638055,tri,P1,0.0006464,-7.889089964,-3.428106404,0.016939515638881002,False,3.326022740134195,4.619100000000001,False,435.59741260107825,"{'voigt': 131.525, 'reuss': 120.575, 'vrh': 126.05}","{'voigt': 75.53, 'reuss': 68.212, 'vrh': 71.871}"
mp-1019583,CaAl2SiO6,40,Ca1 Al2 Si1 O6,8.759446,5.329814,9.7855685922539,73.38110836708476,90.0,90.0,mono,P2_1/c,0.00019989999999900002,-7.8567799560000005,-3.395796396,0.049249523638882006,False,3.309533206045396,4.291799999999999,True,437.7677483967602,,
mp-1019584,CaAl2SiO6,40,Ca1 Al2 Si1 O6,8.751327999999999,5.33435,9.696894543972158,74.62660104155054,90.0,90.0,mono,P2/c,0.0008330999999990001,-7.8892383025,-3.4282547425,0.016791177138881,False,3.319302729055449,4.605699999999999,True,436.4792904162378,"{'voigt': 129.984, 'reuss': 121.912, 'vrh': 125.948}","{'voigt': 74.929, 'reuss': 68.012, 'vrh': 71.471}"
mp-1019586,CaAl2SiO6,20,Ca1 Al2 Si1 O6,6.529999901667764,6.529999901667764,5.3371190782025835,78.09894889466653,78.09894889466653,83.79498952192236,mono,C2,0.0,-7.88920543,-3.4282218700000002,0.016824049638882,False,3.332279482621502,4.536299999999999,False,217.38976388544526,,
mp-1019587,CaAl2SiO6,20,Ca1 Al2 Si1 O6,6.540446237581041,6.540446237581041,5.324719728635959,78.12063270665521,78.12063270665521,83.59878288244705,mono,Cc,3e-07,-7.8551144885,-3.3941309285,0.050914991138881004,False,3.329718982567048,4.596000000000001,False,217.55693309857728,,
mp-1227329,CaCd(CO3)2,10,Ca1 Cd1 C2 O6,6.333702207841556,6.333702207841556,6.333702777883803,46.896512700685484,46.896512700685484,46.89650691692858,trig,R-3,0.0009869,-7.333069706000001,-2.221535567000001,0.0,True,3.655650365633364,3.336299999999999,False,123.78322379190469,,
mp-1043170,CaCo(GeO3)2,40,Ca1 Co1 Ge2 O6,9.113337,5.342035,10.364114110205657,75.0694588479356,90.0,90.0,mono,P2_1/c,11.9999267,-7.067586239500001,-2.2603024055,0.027428830749997003,False,4.6361166251745285,2.1914,False,487.5294485117375,,
mp-1043203,CaCo(GeO3)2,20,Ca1 Co1 Ge2 O6,5.50710473787543,6.855946719155495,6.8574013260281035,82.69147599050002,78.60880306715224,78.5450101075458,mono,C2/c,6.410000000000001e-05,-7.0885379115,-2.2812540775,0.0064771587499970005,False,4.562281542812934,1.2006000000000001,True,247.70976542077378,,
mp-1041912,CaCo(SiO3)2,80,Ca1 Co1 Si2 O6,5.428428,9.772382,18.989053,90.0,90.0,90.0,ortho,Pbca,23.999945,-7.87758049625,-2.909838627250001,0.050401112583334004,False,3.312408478547051,2.9747999999999992,False,1007.3440456212136,,
mp-18894,CaCo(SiO3)2,20,Ca1 Co1 Si2 O6,5.320363137238942,6.713296159388546,6.713296577621459,84.62683969767927,78.39627440997484,78.39626798701106,mono,C2/c,5.9999651,-7.917340188,-2.949598319,0.010641420833334001,False,3.631223030347736,1.1736,True,229.72528330283112,,
mp-1043192,CaCr(GeO3)2,40,Ca1 Cr1 Ge2 O6,9.427154,5.313112,10.400067291835423,75.27703240562768,90.0,90.0,mono,P2_1/c,16.0037296,-7.450401289749999,-2.391154380749999,0.09152186358333601,False,4.394844140093362,0.9486000000000001,True,503.80992861228896,,
mp-1043356,CaCr(GeO3)2,40,Ca1 Cr1 Ge2 O6,5.488089989992694,10.374421990778666,9.40772503244674,90.00787518667245,90.0053942573465,104.51739711927885,mono,C2/c,2.2200000000000004e-05,-7.45981168125,-2.400564772249999,0.08211147208333601,False,4.270050311963065,0.336999999999999,False,518.5339634709495,,
mp-1645095,CaCr(GeO3)2,40,Ca1 Cr1 Ge2 O6,6.830353148442985,8.104794254813259,9.955934078150175,73.98580374803755,79.74280738138575,91.73117157637557,tri,P-1,1.3200000000000002e-05,-7.462126877749999,-2.402879968749999,0.079796275583336,False,4.262478569973958,0.690399999999999,False,519.4550720042919,,
mp-1041945,CaCr(SiO3)2,80,Ca1 Cr1 Si2 O6,5.460759,9.701251,19.286021,90.0,90.0,90.0,ortho,Pbca,32.0004138,-8.268211401875,-3.048506457875,0.06091865662498801,False,3.175668463422282,2.6023,False,1021.6999843816585,,
mp-1157256,CaCr(SiO3)2,40,Ca1 Cr1 Si2 O6,5.307956617496228,6.899627227203727,13.710660728692764,90.602814389313,100.15950315037429,77.91675439791325,mono,C2/c,0.0004253,-8.28651582275,-3.066810878749999,0.042614235749988,False,3.357950554320696,0.0,False,483.1191476755142,,
mp-6297,CaCu(GeO3)2,20,Ca1 Cu1 Ge2 O6,6.937599443769581,6.937599443769581,5.449088919437175,77.22233156229001,77.22233156229001,83.01392833322308,mono,C2/c,1.999171099999999,-6.6485811429999995,-2.144718314,0.065828346166659,False,4.605579384940308,0.0,False,248.7072919245271,,
mp-6537,CaCu(GeO3)2,40,Ca1 Cu1 Ge2 O6,9.342913,5.259751,10.26017873653695,76.29656686273718,90.0,90.0,mono,P2_1/c,4.0021144,-6.660064117249999,-2.1562012882499992,0.054345371916659,False,4.676726283300213,0.0,False,489.84743052511203,,
mp-1041594,CaCu(SiO3)2,80,Ca1 Cu1 Si2 O6,5.422807,9.710253999999999,19.042976,90.0,90.0,90.0,ortho,Pbca,8.0002512,-7.46907698225,-2.8047561182500003,0.08967638083333501,False,3.388718276981483,0.48280000000000006,True,1002.7428139671892,,
mp-1250134,CaCu(SiO3)2,20,Ca1 Cu1 Si2 O6,6.71079405828431,6.71079405828431,5.284138332706289,77.9102966858186,77.9102966858186,84.74330331794435,mono,C2/c,1.9952644,-7.466292016500001,-2.8019711525,0.092461346583334,False,3.738235898095907,0.0,False,227.2470888296038,,
mp-1205634,CaEu2WO6,10,Ca1 Eu2 W1 O6,5.901776239505527,5.901776239505527,5.901776239505527,59.99999999999999,59.99999999999999,59.99999999999999,cubic,Fm-3m,14.0047326,-9.43571022,-2.912938223000002,0.14217176741666102,False,7.12673754063186,0.6178,False,145.35608624499156,,
mp-1518366,CaEuV2O6,40,Ca1 Eu1 V2 O6,7.75050337,7.75050337,7.75050337,90.0,90.0,90.0,cubic,Pm-3m,35.9997644,-8.894016519000001,-2.8790875225,0.08753094193749901,False,5.562838242960948,0.0,False,465.575081873119,,
mp-1523074,CaEuZr2O6,10,Ca1 Eu1 Zr2 O6,4.20995672,5.765855320648758,5.765855320648758,90.25094966866679,90.0,90.0,ortho,Cmmm,6.9992007,-9.497465516,-3.5897776075,0.065405370500004,False,5.5820693114402165,0.0,False,139.95903739547495,,
mp-1043513,CaFe(GeO3)2,40,Ca1 Fe1 Ge2 O6,6.900309508740967,8.014491145758662,9.601356211879496,76.89256960102007,79.27717290539871,91.64097452146413,mono,C2/c,15.9998083,-7.283357312,-2.342413028999999,0.0,True,4.420047015409942,1.6032000000000002,False,506.7211049854847,,
mp-1043877,CaFe(GeO3)2,40,Ca1 Fe1 Ge2 O6,9.263542,5.363686,10.417177375302487,75.27763210282868,90.0,90.0,mono,P2_1/c,15.999918599999999,-7.26243887225,-2.32149458925,0.020918439749999,False,4.4740744649173525,1.8711000000000002,False,500.60210783230536,,
mp-1277255,CaFe(GeO3)2,40,Ca1 Fe1 Ge2 O6,5.514402509773928,10.333678103814053,9.16686818083439,88.93047143761555,89.69769270425748,75.90198552446915,tri,P-1,1e-07,-7.28244950575,-2.34150522275,0.0009078062499990001,False,4.42159629063203,2.132199999999999,False,506.5435558831105,,
mp-1214052,CaFe(MoO3)2,20,Ca1 Fe1 Mo2 O6,5.682886,5.349565,9.656731279782926,57.948358870746645,90.0,90.0,mono,P2_1/c,20.000098,-8.216099568,-2.030630834,0.18182846824999602,False,5.122596892234996,0.0,False,248.82453600973432,,
mp-1041922,CaFe(SiO3)2,80,Ca1 Fe1 Si2 O6,5.474047,9.849241,19.047483,90.0,90.0,90.0,ortho,Pbca,32.0001605,-8.079906845625,-2.978504527624999,0.041919333624985004,False,3.209224972047926,3.594799999999999,False,1026.94901064672,,
mp-18890,CaFe(SiO3)2,40,Ca1 Fe1 Si2 O6,5.334350795707197,9.97518008367909,9.154470616835198,90.0014355418454,90.00030476421162,74.62143806290243,mono,C2/c,7.2e-06,-8.11270603025,-3.01130371225,0.009120148999986,False,3.508477994354277,3.6902,False,469.6780791116133,,
mp-1227229,CaFe2BiO6,10,Ca1 Fe2 Bi1 O6,5.434943251846886,5.434943251846886,5.434943251846886,119.69353037817964,119.69353037817963,90.5316456901213,tet,I4mm,8.9999995,-7.106498597000001,-1.8541543330000012,0.13150270924999502,False,6.650675818436294,0.0,False,114.03992685434012,,
mp-1043294,CaGe2WO6,20,Ca1 Ge2 W1 O6,8.347714049137645,8.347714049137645,5.3749069916604135,81.88371339457228,81.88371339457228,62.64910270546673,mono,C2/c,0.0009494999999990001,-7.6115992195,-2.2218440345,0.10564361591665701,False,4.7087547135474495,2.157499999999999,False,328.1009616156396,,
mp-1043370,CaGe2WO6,40,Ca1 Ge2 W1 O6,8.853454,5.649812,12.5866707549926,78.4040270245613,90.0,90.0,mono,P2_1/c,8.0000014,-7.617305745,-2.22755056,0.099937090416657,False,5.010048093668128,1.4485000000000001,False,616.7393688214895,,
mp-1049311,CaHo(BiO3)2,20,Ca1 Ho1 Bi2 O6,5.81583,6.110106,8.556957,90.0,90.0,90.0,ortho,Pmn2_1,0.002144999999999,-6.875518458499999,-2.468407058999999,0.0810259716875,False,7.852489397107229,0.0,False,304.0743573466504,,
mp-1041207,CaHo(CoO3)2,20,Ca1 Ho1 Co2 O6,5.253279,5.574651,7.427516,90.0,90.0,90.0,ortho,Pmn2_1,1.9999746999999992,-7.324299915999999,-2.268512034499998,0.08374864496875101,False,6.395400616219621,0.0,False,217.51626950814938,,
mp-1041214,CaHo(FeO3)2,20,Ca1 Ho1 Fe2 O6,5.33584,5.560665,7.637546,90.0,90.0,90.0,ortho,Pmn2_1,18.0000353,-7.873854176,-2.550745396499999,0.0,True,6.048179006237593,0.0,False,226.61224293553175,,
mp-1041241,CaHo(MoO3)2,20,Ca1 Ho1 Mo2 O6,5.7915019999999995,5.479169,9.669081961563933,56.0592049064978,90.0,90.0,mono,Pc,2.0000906,-8.571355522,-2.773120962499998,0.0,True,6.430677454704038,1.3182,False,254.54684631756905,,
mp-1041234,CaHo(NiO3)2,20,Ca1 Ho1 Ni2 O6,5.275921,5.481352,7.436436,90.0,90.0,90.0,ortho,Pmn2_1,0.008569199999999,-6.825037374,-2.039905500499999,0.130449052937497,False,6.461169671053029,0.0,False,215.0556321734623,,
mp-1049288,CaHo(SbO3)2,20,Ca1 Ho1 Sb2 O6,5.670141,5.988088999999999,8.315483,90.0,90.0,90.0,ortho,Pmn2_1,0.000963999999999,-6.983048608,-2.528143822499999,0.21782152744374603,False,6.40511760429604,0.0,False,282.3381633720381,,
mp-1048836,CaHo(SnO3)2,20,Ca1 Ho1 Sn2 O6,5.603322,5.88985,8.172043,90.0,90.0,90.0,ortho,Pmn2_1,0.00042429999999900005,-7.141876766999999,-2.710857858499999,0.13695528810937901,False,6.630154153422393,0.0,False,269.699696656874,,
mp-1041228,CaHo(WO3)2,20,Ca1 Ho1 W2 O6,5.782438,5.497209,9.793212125373216,55.99498033142907,90.0,90.0,mono,Pc,9.999659,-8.915629864,-2.694899280499999,0.13046483191666702,False,8.605449294370558,2.114899999999999,False,258.0637135413393,,
mp-1041195,CaHoCr2O6,20,Ca1 Ho1 Cr2 O6,5.303585,5.534345,7.5834150000000005,90.0,90.0,90.0,ortho,Pmn2_1,9.9944657,-8.464297251000001,-2.9045832195,0.060652733041656005,False,6.042688791647492,0.0,False,222.5874046144016,,
mp-39739,CaHoMn2O6,20,Ca1 Ho1 Mn2 O6,5.321334,5.522423,7.60354,90.0,90.0,90.0,ortho,Pmn2_1,14.0006171,-8.247718092,-2.786210496086205,0.015795541666681002,False,6.107014180168774,0.0,False,223.44262403608707,,
mp-1049290,CaHoTi2O6,20,Ca1 Ho1 Ti2 O6,5.364661,5.578517,7.698801,90.0,90.0,90.0,ortho,Pmn2_1,1.8390529,-8.829517918,-3.621314977166666,0.0037279687500040002,False,5.718729340570988,0.0,False,230.40088262932218,,
mp-1041222,CaHoV2O6,20,Ca1 Ho1 V2 O6,5.581043,5.34993,9.271979901137188,55.507447204366194,90.0,90.0,mono,Pc,6.0000331,-8.567154429,-3.121268677499999,0.0,True,5.864009533963236,1.1093,False,228.17520832414,,
mp-1227082,CaLa(CoO3)2,10,Ca1 La1 Co2 O6,5.372188615735862,5.372188615735862,5.372188615735862,59.99999999999999,59.99999999999999,59.99999999999999,cubic,Fm-3m,4.768789,-7.272739466999999,-2.1831188215,0.137583440333336,False,5.9502191536648965,0.0,False,109.6323589183954,,
mp-1043900,CaLa(FeO3)2,20,Ca1 La1 Fe2 O6,5.520871,5.52313,7.812486,90.0,90.0,90.0,ortho,Pmn2_1,18.0003312,-7.896879739000001,-2.539938195500001,0.000784221750002,False,5.390602499605398,0.0,False,238.2221375288364,,
mp-1396966,CaLa2BiO6,10,Ca1 La2 Bi1 O6,6.2498262568808265,6.2498262568808265,6.24982655477934,58.88393643684507,58.88393643684507,58.88394336269987,trig,R-3,0.8168966,-7.537111007999999,-2.991569565,0.07850626050000001,False,6.148394525234375,0.0,False,168.2216211519529,,
mp-1272441,CaLa2CoO6,40,Ca1 La2 Co1 O6,5.845456193605851,10.073140900089257,9.58031827556966,80.00073783051272,72.61207624094577,90.0566024775681,tri,P-1,2.0101912,-7.784863104,-2.91498342,0.043720232583333005,False,5.933212888733258,0.7228000000000001,False,529.3143283437488,,
